video ID,uploader,age,category,length,views,rate,ratings,comments
pnW4VRt3Trk,dhelio,606.0,People & Blogs,598.0,2545.0,4.25,8.0,2.0
rX0VCDc1YiQ,gaguerre,674.0,Comedy,33.0,49.0,0.0,0.0,1.0
l2LZDJkujKY,dmac8283,693.0,News & Politics,22.0,44.0,2.0,1.0,0.0
pS3pBYty0jg,unionvillana,682.0,Music,91.0,160.0,0.0,0.0,1.0
SnzbkAZkbsI,Lorenzofenix,465.0,Entertainment,429.0,1042.0,4.67,3.0,2.0
hlWt3JUwfHU,A4R,677.0,People & Blogs,106.0,2374.0,5.0,4.0,3.0
G04038tmXHw,A4R,698.0,People & Blogs,105.0,372.0,5.0,1.0,1.0
6g5YCDggET8,VamRipper,744.0,Film & Animation,583.0,336.0,5.0,3.0,1.0
V9BXK98MZI0,VamRipper,744.0,Film & Animation,541.0,207.0,5.0,2.0,0.0
RBkmoBKVoiU,ARAO13,744.0,Film & Animation,590.0,422.0,5.0,2.0,2.0
A2t859L4v2Y,grigoku,744.0,Film & Animation,486.0,389.0,5.0,7.0,0.0
fJ1FwivckU4,grigoku,744.0,Film & Animation,479.0,356.0,5.0,7.0,6.0
iBIEZ4zvoh0,THEMJAYZYO,744.0,Film & Animation,597.0,1088.0,5.0,5.0,6.0
EpDdyePUdVg,grigoku,744.0,Film & Animation,480.0,292.0,4.43,7.0,0.0
_5K8p91tjwQ,ARAO13,744.0,Film & Animation,590.0,213.0,5.0,2.0,1.0
n2YRPt1jViM,THEMJAYZYO,743.0,Film & Animation,599.0,735.0,5.0,2.0,4.0
z01jspY1C4o,THEMJAYZYO,744.0,Film & Animation,248.0,925.0,5.0,4.0,7.0
9ItrpL1c7RA,ARAO13,744.0,Film & Animation,263.0,166.0,5.0,1.0,1.0
HChR4UoRZyc,Kyuubi2Naruto,744.0,Film & Animation,473.0,203.0,5.0,2.0,2.0
dHEEQdshXS8,Kyuubi2Naruto,744.0,Film & Animation,463.0,132.0,5.0,3.0,3.0
Wuo9BcL1f5w,Kyuubi2Naruto,744.0,Film & Animation,462.0,171.0,5.0,2.0,1.0
ccF-9JlUkXQ,kingdomblade24,744.0,Film & Animation,1444.0,3617.0,5.0,33.0,38.0
L-Gm0_vWJYc,forgotten38,744.0,Film & Animation,609.0,108.0,0.0,0.0,0.0
MWBHiKC-wVw,Fashe69,744.0,Film & Animation,483.0,267.0,4.43,7.0,4.0
Xj2ROTOGFgU,Fashe69,744.0,Film & Animation,483.0,203.0,5.0,3.0,3.0
gzHD-KM396k,forgotten38,744.0,Film & Animation,609.0,218.0,5.0,1.0,0.0
A0H9tHtFbd8,CIoudywolf,743.0,Film & Animation,613.0,6374.0,4.85,53.0,35.0
Tj3nnhMBgHQ,gracimoy,744.0,Sports,640.0,69.0,0.0,0.0,0.0
MO8hyS_rcRQ,sambetis,744.0,Sports,41.0,633.0,5.0,1.0,2.0
mUnNd11Jmh8,gorloko07,745.0,Sports,73.0,4.0,0.0,0.0,0.0
gxwmtFACu0g,GinnyN,479.0,Comedy,457.0,32797.0,4.86,74.0,12.0
61qBKKRdTqw,aviacion,496.0,News & Politics,56.0,4444.0,4.67,3.0,3.0
c56W8SgvN4Q,ruimavideo,580.0,Music,238.0,6487.0,4.0,10.0,9.0
LYFBEn61qFM,danivalencia,520.0,Comedy,323.0,5106.0,3.7,10.0,4.0
NzSLdAejMSE,rubberpi1415,388.0,Comedy,405.0,26952.0,2.67,46.0,11.0
eRk_aTm87H8,rachelstarlive,565.0,Comedy,145.0,2603.0,4.94,16.0,13.0
u2XWaSWI53M,littlea8,540.0,Comedy,234.0,1525.0,3.78,9.0,9.0
vDC6rniCbZU,ih8theswan,627.0,Comedy,418.0,818.0,4.38,8.0,13.0
vYZAQ6PkE6Y,dontpetthesheep,599.0,Comedy,202.0,1775.0,2.57,7.0,6.0
WyNTI224i9o,KimSOnni,726.0,Comedy,583.0,959.0,3.83,6.0,7.0
HDRe9ShVaJU,littlea8,540.0,Comedy,444.0,763.0,4.0,4.0,1.0
1MuLWBpbM5w,TJayU,621.0,Comedy,489.0,632.0,4.75,4.0,9.0
VGJ5B7bD-gs,BrianFlippinMisakian,624.0,Comedy,217.0,830.0,4.79,14.0,7.0
RfxfQaSoMCg,homervb,583.0,Comedy,581.0,569.0,4.33,6.0,4.0
wwv9kErk-EE,vivalaal,642.0,Comedy,338.0,654.0,4.67,6.0,17.0
TR2Whs96oQI,southpark36,569.0,Comedy,286.0,594.0,3.4,5.0,1.0
LE-kEbo1i0s,rayshido,697.0,Comedy,239.0,267.0,5.0,6.0,8.0
ZFj5Ja89O24,Hockeydefense,610.0,Comedy,326.0,625.0,5.0,2.0,2.0
zzf0r_13Q4Q,optimum5,635.0,Entertainment,91.0,5799.0,4.88,32.0,14.0
IcvFBEDO3XQ,twblive,618.0,Comedy,115.0,1358.0,3.89,9.0,3.0
JTZIKTGi20g,blairw03,646.0,Comedy,179.0,698.0,1.0,2.0,1.0
6Fi8TinWhTk,Dragonoflife,692.0,Comedy,588.0,189.0,4.75,4.0,4.0
alWlO2w5pJ4,WorldStarHipHopCOM2,744.0,Music,250.0,1013.0,4.47,43.0,35.0
2nt_R40G6Jk,JendoGunit,727.0,Music,186.0,3227.0,4.6,10.0,1.0
H2AReGPJue0,Tempelhofkid07,725.0,Music,213.0,8908.0,4.69,26.0,25.0
Iqff_aFFA94,oumarbaba,738.0,Music,213.0,203.0,0.0,0.0,1.0
g1pYbUHIU40,Hacertelo,578.0,Music,200.0,23931.0,3.2,30.0,11.0
71zPZZ7KxNU,SHAX003TNBSQUAD,744.0,Music,389.0,211.0,0.0,0.0,0.0
7bQGqePRmDc,SHAX003TNBSQUAD,744.0,Music,249.0,10.0,0.0,0.0,0.0
6mn0bPcpOw0,malteu,584.0,Music,78.0,4583.0,5.0,3.0,2.0
Xji_uhJIUnY,SillySally1985,737.0,Entertainment,86.0,12825.0,3.0,2.0,0.0
pq9wc8HXw4s,HallieBaby,639.0,People & Blogs,107.0,814.0,4.68,22.0,25.0
ud5BS5mNU38,Sessylove93,682.0,Film & Animation,178.0,311.0,5.0,2.0,2.0
IjPREjl1e5o,hiyappl202,604.0,Entertainment,198.0,5640.0,4.86,21.0,7.0
NnehSfPdPYc,CIoudywolf,743.0,Film & Animation,650.0,5616.0,4.88,57.0,17.0
VbuMDfKf2Bw,SouISociety,744.0,Film & Animation,607.0,2828.0,4.7,27.0,18.0
KzXGSOUOSGQ,SouISociety,744.0,Film & Animation,611.0,2320.0,5.0,18.0,6.0
ipqw10M60x8,Anime931,744.0,Film & Animation,596.0,266.0,5.0,6.0,3.0
gauJArxSSow,Anime931,744.0,Film & Animation,599.0,222.0,5.0,5.0,5.0
4K2mgPKvlKs,maybeitwillwork,744.0,Film & Animation,606.0,919.0,5.0,12.0,6.0
yeEZ0XvQK5M,Anime931,744.0,Film & Animation,254.0,140.0,5.0,4.0,1.0
BCdQ5lLYYEA,maybeitwillwork,744.0,Film & Animation,613.0,835.0,5.0,11.0,5.0
--nL8YJJFxU,OmniKairyu,743.0,Film & Animation,535.0,9567.0,4.85,61.0,48.0
FjPgEODBLJk,OmniKairyu,743.0,Film & Animation,464.0,8592.0,4.95,39.0,18.0
K_DSzAgxRA0,OmniKairyu,743.0,Film & Animation,445.0,7438.0,5.0,43.0,25.0
k1RE05nzHQ4,XCyrusNightshadeX,744.0,Film & Animation,532.0,117.0,0.0,0.0,0.0
_qaL01xXRMQ,Jb0y92,744.0,Film & Animation,479.0,118.0,5.0,4.0,0.0
UxypouivSu0,Jb0y92,744.0,Film & Animation,481.0,78.0,5.0,4.0,0.0
tezKYjv9RfU,Darkred007x,744.0,Entertainment,1444.0,4710.0,4.96,74.0,42.0
Lqzl0SLzp7U,MiakaFY95,744.0,Film & Animation,581.0,3264.0,4.71,14.0,12.0
C__PpB-i-7Q,MiakaFY95,744.0,Film & Animation,633.0,2608.0,5.0,18.0,9.0
-Lnjt6I0Ne4,titofrancis,745.0,Film & Animation,597.0,363.0,5.0,2.0,2.0
d38zC81x9eg,MiakaFY95,744.0,Film & Animation,189.0,4654.0,5.0,14.0,8.0
vATWawyltlg,seanmichealwallace,744.0,Entertainment,657.0,683.0,5.0,1.0,2.0
RVuPN3FI3-8,animesamuraimaster,744.0,Film & Animation,593.0,6481.0,4.74,31.0,10.0
ernBggfWPJQ,animesamuraimaster,744.0,Film & Animation,598.0,5917.0,4.36,14.0,8.0
J-TcGwmkIaM,animesamuraimaster,744.0,Film & Animation,260.0,4712.0,4.68,19.0,8.0
c5pXmcx6wII,HotashiSama,744.0,Film & Animation,539.0,640.0,5.0,9.0,6.0
7EQvDPB4c3Y,HotashiSama,744.0,Film & Animation,541.0,531.0,5.0,11.0,8.0
GLbGRilAits,HotashiSama,744.0,Film & Animation,302.0,532.0,5.0,10.0,8.0
nuspF71jCqE,MiakaFY95,744.0,Film & Animation,129.0,2048.0,4.39,18.0,24.0
PxVIvVBs4y4,Dakoolguy2,743.0,Film & Animation,511.0,1859.0,4.0,6.0,2.0
pNaDMv47vYk,Dakoolguy2,743.0,Film & Animation,599.0,657.0,5.0,3.0,0.0
Opj2gBxYOy0,princesscandy89,744.0,Music,274.0,1112.0,5.0,11.0,16.0
HSJw-LQiDis,thefamoustrash,744.0,Music,273.0,627.0,5.0,9.0,3.0
rHu3ZerkdZE,LGXPR,744.0,Entertainment,270.0,3722.0,4.86,29.0,17.0
UWe5KKAvdIs,BnitaM2004,744.0,Music,268.0,189.0,5.0,3.0,1.0
zg0EqmOzwag,Kirstiebsb24,691.0,Comedy,60.0,286.0,1.0,3.0,0.0
vpUe1ceDCyE,FunkyStyleBlog,744.0,Music,274.0,3788.0,5.0,14.0,8.0
72HwG6DJj3U,bretony,634.0,Entertainment,299.0,2892.0,4.7,30.0,31.0
IkRfyF8KO-U,WhiteWoodEnt,672.0,Music,310.0,2750.0,4.27,11.0,19.0
O7famWQNTg0,CiCiFanni08,601.0,Entertainment,54.0,11016.0,3.21,19.0,12.0
5rRfFHVkdrE,lilblake1129,572.0,Entertainment,444.0,6244.0,4.2,5.0,22.0
aMosZDrIntY,gottagobabe,0.0, UNA ,270.0,3819.0,4.64,11.0,7.0
mTVq64v4YnI,omar95230,635.0,Music,244.0,35519.0,4.57,54.0,29.0
_byfiNIwScw,ToniValentine,744.0,News & Politics,189.0,562.0,4.7,10.0,9.0
bX2_2F_gauc,AMDormDude,717.0,News & Politics,113.0,20.0,0.0,0.0,0.0
QWFBap4F71Y,charlottechurchcom,737.0,Comedy,186.0,10382.0,4.0,2.0,0.0
cUmNHkbDi_Q,luckystarpuppies,713.0,Pets & Animals,11.0,30897.0,2.26,102.0,35.0
J5oWZzQsF6c,rayroy3,0.0, UNA ,181.0,2253.0,4.46,52.0,39.0
aFbEBVuVHZc,rayroy3,453.0,Pets & Animals,105.0,212262.0,3.16,3791.0,2593.0
gyu8vcWrNtw,crf88,744.0,Comedy,105.0,5683.0,4.22,32.0,23.0
FpSuvwEd0gc,ktazzman,744.0,Pets & Animals,117.0,3525.0,2.68,34.0,34.0
8TB56dgT9Nc,richardmackin,744.0,Comedy,101.0,305.0,1.0,3.0,2.0
XnFqW05Og8g,dullaman79,744.0,Pets & Animals,105.0,1183.0,2.78,9.0,8.0
3cGapjOU-Q8,rodhunter007,743.0,Pets & Animals,8.0,7111.0,2.11,27.0,13.0
KVfVdScr0W4,rohan316,744.0,Pets & Animals,8.0,2584.0,2.33,6.0,7.0
aDKd651u3S0,luckystarpuppies,706.0,Pets & Animals,296.0,84912.0,4.42,238.0,144.0
rC_kTyXFzJU,timtwo12,636.0,Comedy,371.0,13468.0,3.98,46.0,17.0
4k_JT1L5Tx4,obloy,743.0,Comedy,264.0,793.0,3.33,9.0,10.0
hg3sa2pyxzA,2kleemc,740.0,Film & Animation,86.0,357.0,0.0,0.0,0.0
g_K4TID-Sas,obloy,742.0,Comedy,25.0,2887.0,2.83,36.0,29.0
x6fBkpRYrzQ,titonato,576.0,Comedy,194.0,2823.0,4.92,13.0,9.0
L6blzO4WWzw,titonato,573.0,Music,89.0,1135.0,3.8,5.0,1.0
fRybHJb3BQ8,Nunez90,450.0,Sports,47.0,2088.0,5.0,2.0,2.0
7W_tEWl34sc,titonato,582.0,Comedy,48.0,825.0,5.0,2.0,0.0
m6B3SRU0Y3g,teeeb0r,743.0,Sports,19.0,3530.0,3.0,1.0,0.0
lxI6m-g9DME,Trocotronic,744.0,Comedy,6.0,144.0,0.0,0.0,0.0
ChZ_qvOg4PU,rayito,689.0,Sports,88.0,497.0,5.0,4.0,4.0
WL5jvCYlSAg,hobbygamex,743.0,Sports,19.0,14091.0,3.29,7.0,3.0
0jm7hhWjIRw,hobbygamex,743.0,Sports,11.0,3803.0,0.0,0.0,3.0
WLHn7MGg8Lk,seanmichealwallace,744.0,Entertainment,646.0,396.0,0.0,0.0,1.0
esUqGaV6naM,leftwingersareweak,644.0,Sports,13.0,223.0,0.0,0.0,0.0
l1gXzPBYytU,colby8109,697.0,Sports,11.0,83.0,5.0,1.0,0.0
FL4AOA0FOS8,dadrivr,721.0,Sports,6.0,122.0,0.0,0.0,0.0
y4mjqZayhhs,IntersporTV,736.0,Sports,311.0,536.0,5.0,3.0,0.0
NNSa2wHPr80,IntersporTV,736.0,Sports,358.0,449.0,5.0,2.0,0.0
2L8dvkj1t24,IntersporTV,736.0,Sports,348.0,411.0,5.0,1.0,0.0
vMAoqrlaWLk,tokyoracingfan,685.0,Sports,52.0,964.0,0.0,0.0,0.0
JodYKV2oUrY,derkaderka09,708.0,Sports,103.0,1461.0,3.0,6.0,2.0
QZ4_jz_QjBM,jdwilson76,394.0,Sports,149.0,1054.0,0.0,0.0,0.0
ATIpZ0_cFKg,derkaderka09,709.0,Sports,71.0,630.0,2.33,3.0,0.0
YwiFqrvTTbk,jdwilso,461.0,Music,186.0,1165.0,2.5,2.0,1.0
UXJMfsO40FE,RonanOShea,704.0,Sports,62.0,362.0,0.0,0.0,0.0
pxxUJhL3zcU,cottonmouthtexas,483.0,Music,230.0,954.0,5.0,4.0,1.0
FuSNQH95FKE,bigeasthoops,744.0,Sports,18.0,616.0,0.0,0.0,1.0
afPLxswLn9A,bigeasthoops,744.0,Sports,20.0,414.0,0.0,0.0,0.0
m0Z-54bs-Ls,fliplalaki,642.0,Comedy,37.0,204.0,2.0,3.0,3.0
bPA_mlC4UTY,bigeasthoops,744.0,Sports,10.0,551.0,0.0,0.0,2.0
cVu7coaEFII,remtx,643.0,People & Blogs,138.0,177.0,5.0,1.0,0.0
UH6YddNcXN4,notoriousnattylite,681.0,People & Blogs,207.0,435.0,1.0,1.0,0.0
HjZ5CjPfYtY,TZone85,744.0,Comedy,17.0,400.0,5.0,4.0,2.0
B4yPB9WVgbo,innewscenter,611.0,News & Politics,454.0,2670.0,4.71,7.0,11.0
JzHkvidrJC4,studentforever01,675.0,Comedy,196.0,3115.0,3.71,7.0,0.0
G8t02AKwh70,Easttexasdragon,619.0,News & Politics,17.0,23763.0,4.76,17.0,11.0
11S5Ggtkxsw,fisbecer,624.0,Comedy,6.0,7570.0,5.0,6.0,1.0
DJL8Xa3UexA,keldof5,713.0,Comedy,30.0,191.0,0.0,0.0,0.0
yXbs90v_58I,voodoo4936,498.0,Comedy,309.0,15974.0,4.88,50.0,8.0
b7GEIeicuY0,voodoo4936,498.0,Entertainment,387.0,10846.0,4.94,47.0,13.0
3qDPReZyBPI,subbiewrx,630.0,Comedy,58.0,7240.0,5.0,4.0,1.0
zU5vqRxQfE0,pavanbadal,533.0,Entertainment,15.0,2279.0,5.0,1.0,1.0
Vzsg_QmJLic,mcfwap,546.0,Comedy,342.0,285.0,4.5,4.0,0.0
K-jSguNi5x0,Spock2,719.0,Entertainment,361.0,3475.0,4.75,8.0,5.0
9ydBWV_O9P8,fatherghostface2,440.0,Comedy,78.0,7751.0,4.74,23.0,9.0
M9DEjcfDCU8,lovinmicachica,672.0,Music,30.0,147555.0,4.89,169.0,218.0
yPvPUo1HxyA,alfonsomagic,737.0,Comedy,171.0,555.0,4.0,6.0,0.0
YXFPIpdMDyE,PVTDonut2345,490.0,Gadgets & Games,148.0,6718.0,4.45,22.0,16.0
n1ch9Y5gQq0,LampOnAHill,663.0,Comedy,340.0,391.0,3.0,2.0,3.0
Uk-9nMbhRlw,LampOnAHill,663.0,Comedy,460.0,179.0,5.0,1.0,3.0
ESJXIeULsow,casiotoneforthe,0.0, UNA ,12.0,53072.0,4.6,134.0,55.0
2CCwo2rWyd0,casiotoneforthe,0.0, UNA ,32.0,51873.0,4.68,210.0,81.0
u5DF6vZeXfU,rams392,565.0,Sports,474.0,92581.0,3.69,49.0,15.0
kvT55tuJ8uQ,rams392,562.0,Sports,448.0,80416.0,3.42,78.0,6.0
JwnPaGFbkow,rams392,565.0,Sports,373.0,19526.0,4.36,14.0,5.0
4C4mXS_TrbQ,xxxLAGIRL99xxx,0.0, UNA ,55.0,82977.0,3.21,77.0,46.0
46RzwC5RlkA,xxxLAGIRL99xxx,0.0, UNA ,23.0,33559.0,2.98,42.0,12.0
-PjjQCo_z74,xxxLAGIRL99xxx,0.0, UNA ,20.0,30102.0,3.81,26.0,6.0
M5FH_Lztegw,xxxLAGIRL99xxx,0.0, UNA ,35.0,2630.0,4.0,9.0,1.0
uvhFlqEuH28,jeremymovie,716.0,Comedy,146.0,763.0,5.0,1.0,1.0
BB90cQY31No,xxxLAGIRL99xxx,0.0, UNA ,21.0,45069.0,4.12,57.0,15.0
RpCYLHIx2Dg,HouseThai,628.0,Comedy,32.0,342.0,0.0,0.0,0.0
6PWEH5aNGg8,AnimeUploader320,744.0,Film & Animation,39.0,11419.0,4.93,67.0,48.0
YY6PkGIudCY,MYchemicalROMANCE294,744.0,Film & Animation,39.0,420.0,5.0,4.0,4.0
_jriiQpSIqM,itachi14xxx,744.0,Film & Animation,29.0,2268.0,4.93,28.0,16.0
-6HdcvY_Els,47pik,744.0,Film & Animation,29.0,225.0,5.0,2.0,0.0
NLREQpmj3bQ,YagamiRaito2007,745.0,Film & Animation,29.0,58.0,5.0,1.0,0.0
u3FcypaMvxs,lolkekekelolBLEACH,743.0,Film & Animation,658.0,5599.0,2.4,53.0,19.0
Av_yzEWB1sk,Reiat5uNin,744.0,Film & Animation,43.0,269.0,5.0,4.0,3.0
k8zatPDpl5U,greenhouse5,744.0,Film & Animation,553.0,820.0,3.0,9.0,5.0
u_EW0g7oIpA,class084life,701.0,Music,326.0,40131.0,4.92,80.0,52.0
oFXGg3BuP4c,UknoWhatItIz,700.0,Music,207.0,14337.0,4.94,32.0,7.0
NN0Z7yPE6wg,stunna4life06,559.0,Music,163.0,90969.0,4.88,142.0,59.0
cZj5MunygwM,Soulj3r,721.0,Music,133.0,10917.0,4.8,20.0,32.0
uCRv-pe84G4,jensyao,721.0,Music,261.0,9495.0,4.68,31.0,24.0
jiPKMFf1ToA,akiakakolapz,731.0,Music,203.0,3399.0,4.71,14.0,4.0
ydn0lp1kG_8,sorcin,737.0,Music,282.0,1807.0,5.0,2.0,6.0
zSgPi6Bd1rU,PRD299schlit,576.0,Music,25.0,57307.0,3.48,23.0,9.0
XGd6LUmTEJo,PIMPWIDI,732.0,Music,263.0,3068.0,4.0,9.0,3.0
cglcdvEIqQw,kayla17590,722.0,Music,302.0,5172.0,4.65,20.0,26.0
J8adWPl5i10,king4300,712.0,Music,33.0,2434.0,2.67,3.0,7.0
RQhJ_z-MQ6s,boowie84,719.0,Music,261.0,1316.0,3.67,3.0,2.0
sMbB4nhpT1k,originalneezee,744.0,Entertainment,258.0,214.0,0.0,0.0,0.0
U_YmeiW_fmU,sagasbr,743.0,Music,207.0,1104.0,4.43,7.0,3.0
SQnnsp0-fJ4,c0013,743.0,Music,291.0,3626.0,5.0,15.0,14.0
tfsc2ajfuqg,Scar1face,743.0,Music,205.0,11396.0,4.71,42.0,30.0
XLctFnW-UVQ,SibelTR,743.0,Music,207.0,2499.0,4.79,14.0,9.0
7qZNX1Fxkbw,evelyngarcia,743.0,Music,202.0,1885.0,5.0,5.0,5.0
a1EZc6uXl-s,luckystarpuppies,629.0,Pets & Animals,30.0,215408.0,4.34,252.0,79.0
QUnYM1QMDE0,luckystarpuppies,629.0,Pets & Animals,12.0,3414.0,4.74,19.0,7.0
UiSPfiRqxJs,yerbordogokmavi,589.0,Comedy,124.0,231.0,0.0,0.0,0.0
EAkFWZ9CaR0,yenisafak9,735.0,Pets & Animals,38.0,35539.0,4.88,41.0,0.0
5I9xWo2ee8o,baturrrfehmi,610.0,Sports,178.0,351.0,5.0,3.0,5.0
S7OQ71Q4qB8,LuCiaNoo,556.0,Sports,129.0,2295.0,4.37,19.0,17.0
X__WSyEfQWc,cedruslibani,579.0,Pets & Animals,155.0,1433.0,5.0,3.0,1.0
MkmUfHg4nmc,hakancomtr,676.0,People & Blogs,63.0,1528.0,3.0,2.0,0.0
635myyX6yLU,subasit,727.0,People & Blogs,134.0,460.0,5.0,4.0,1.0
ADZy6L4KTlE,fantastickUMUT,606.0,Sports,150.0,2194.0,4.52,21.0,2.0
rpzwbsF1krg,tncyzhr07,722.0,Sports,285.0,307.0,5.0,5.0,2.0
FuCid2LS-es,zuzutabu,530.0,Sports,119.0,883.0,4.43,7.0,1.0
Uk4h9uTIYeU,baturrrfehmi,610.0,Sports,177.0,1397.0,5.0,6.0,8.0
mI36Y4FDoRQ,mustafakarga,642.0,Sports,365.0,428.0,0.0,0.0,0.0
PyhaECwevY4,cettox,610.0,Sports,33.0,2777.0,4.6,10.0,2.0
qXgA-jgpBxs,escuajo56,713.0,People & Blogs,254.0,542.0,0.0,0.0,2.0
TRxcZMTppJs,xcharliezerox,717.0,Music,250.0,103.0,3.33,3.0,0.0
T1Rjk5BFrO8,ELnaen,622.0,People & Blogs,48.0,283.0,5.0,1.0,0.0
hi_yXhCyFQA,WHITEBOYCBP,743.0,Entertainment,3.0,4351.0,3.0,4.0,10.0
AlEHkC8mfGU,wood4,367.0,Entertainment,88.0,21644.0,4.83,47.0,20.0
x3WN9jFIZnk,omeloon,496.0,Music,182.0,108987.0,2.34,143.0,90.0
B8WbSMP7E28,shizzle688,266.0,Comedy,223.0,53898.0,4.75,191.0,82.0
5WKa83iK7R4,tetisdum,359.0,Comedy,113.0,118787.0,4.39,232.0,143.0
FHDk0sy4x7A,weaselENT,376.0,Entertainment,82.0,445276.0,3.8,1829.0,668.0
VUNX8gW1XeE,kmf12,359.0,Comedy,223.0,65333.0,4.71,56.0,22.0
2Wk5H0JUAqQ,Sooperb666,452.0,Comedy,88.0,87870.0,4.66,177.0,67.0
AlgZPBvEcXw,veramarie,436.0,Comedy,88.0,61506.0,4.86,70.0,43.0
hMgUoETFoBE,mazdab2200,316.0,Comedy,88.0,47452.0,4.88,130.0,44.0
HnmFacOjvvc,ShortyBeezUhThug,381.0,People & Blogs,53.0,236279.0,4.27,381.0,272.0
jb6nAHuYs6U,Rhinopolis,0.0, UNA ,305.0,24713.0,4.52,44.0,50.0
JMKxC2Yc-QM,manish6,489.0,Sports,267.0,5253.0,2.43,28.0,23.0
0bavkCmppbs,dbarbara,359.0,Entertainment,86.0,31841.0,4.85,71.0,33.0
PcHGbkDkKT0,smartenupnascom,700.0,Entertainment,540.0,13024.0,4.0,8.0,12.0
0Vc_VM-o8KY,smartenupnascom,715.0,Entertainment,294.0,8697.0,4.0,8.0,3.0
RuITDzKcMac,smartenupnascom,723.0,Entertainment,213.0,5558.0,3.82,11.0,8.0
6thCdcizq-g,smartenupnascom,640.0,Pets & Animals,230.0,366.0,5.0,1.0,2.0
laqgi-UzsmU,smartenupnascom,663.0,Music,237.0,23445.0,3.67,9.0,5.0
6ZjX0cY8hmw,smartenupnascom,708.0,Entertainment,432.0,3568.0,3.5,4.0,4.0
w34Igxel-tA,smartenupnascom,701.0,Autos & Vehicles,488.0,2299.0,5.0,1.0,3.0
nj6qiD968ZY,smartenupnascom,702.0,Entertainment,239.0,5909.0,4.07,14.0,14.0
fRCWBFCEBRU,smartenupnascom,692.0,Entertainment,265.0,961.0,3.5,2.0,0.0
ZEuObBpCUBs,smartenupnascom,673.0,Entertainment,65.0,63972.0,4.29,14.0,31.0
c_guDxf6ksg,smartenupnascom,666.0,Howto & DIY,265.0,2549.0,4.0,4.0,10.0
QfuOLQBq_gE,smartenupnascom,674.0,Entertainment,218.0,2460.0,3.67,3.0,6.0
tJCqSQRablM,smartenupnascom,665.0,Howto & DIY,74.0,9258.0,4.25,8.0,16.0
OvpHMBi_cVo,smartenupnascom,658.0,Travel & Places,182.0,2000.0,4.56,9.0,7.0
DoIuJt4sM0Y,smartenupnascom,673.0,Entertainment,114.0,4157.0,5.0,9.0,9.0
x4GcJK1VEX0,smartenupnascom,637.0,Comedy,61.0,17809.0,3.98,48.0,22.0
dUFNSVeP_tM,smartenupnascom,660.0,Travel & Places,258.0,1129.0,0.0,0.0,0.0
0T3TFayg1fs,smartenupnascom,640.0,Film & Animation,226.0,1226.0,4.0,1.0,0.0
-OjPsvWZrbI,smartenupnascom,675.0,Entertainment,320.0,785.0,1.0,2.0,1.0
TM-cpAj2OyA,smartenupnascom,0.0, UNA ,295.0,7039.0,4.8,20.0,6.0
8M6lzdqz9N8,FlipSydCreata,744.0,Film & Animation,1444.0,1161.0,4.88,25.0,21.0
BxhDzAXC4oE,XxGreeDv2,744.0,Film & Animation,1444.0,169.0,5.0,5.0,1.0
9d8-kt-9vvw,antdiskmk,744.0,Film & Animation,483.0,388.0,5.0,9.0,5.0
6l50UPjcAc8,antdiskmk,744.0,Film & Animation,481.0,336.0,5.0,7.0,1.0
IMaGLqGgXOU,antdiskmk,744.0,Film & Animation,479.0,307.0,4.8,5.0,1.0
ghvc-DPt588,avamac84,744.0,Music,202.0,499.0,5.0,2.0,1.0
ZtVnUXOLQ0k,FuriousFurion,744.0,Music,207.0,391.0,5.0,2.0,3.0
A-nliTbJrsY,shakiralove11,744.0,Music,202.0,993.0,5.0,1.0,1.0
R8lh8rGWwzk,cc2tM,744.0,Music,207.0,5392.0,4.72,25.0,12.0
utf_1qgnU4M,neptuneforever,744.0,Music,9.0,478.0,5.0,2.0,0.0
6zflRn6WY8Y,audiophilealbania,744.0,Music,524.0,1808.0,5.0,9.0,17.0
ewP5ksv-BAk,net12345,743.0,Entertainment,98.0,10138.0,4.43,14.0,13.0
sIADrP0kkZk,raoulgigio,744.0,Music,274.0,277.0,5.0,4.0,3.0
07YYJbfH9Js,skorpion2oo6,744.0,Music,247.0,1741.0,4.91,11.0,10.0
lS7xzBwXOK0,hitsimo,743.0,Entertainment,223.0,2716.0,4.0,4.0,2.0
i6gVo_0EreY,mistyrayne13,744.0,News & Politics,421.0,205.0,4.5,8.0,1.0
lgEpsDi1INY,bubblegirl04,744.0,News & Politics,220.0,215.0,5.0,7.0,4.0
SZsQaEejfLY,UpDownMostly,744.0,News & Politics,300.0,261.0,4.64,22.0,4.0
asgBzcfckdo,faintstarlite,744.0,News & Politics,137.0,759.0,4.62,42.0,14.0
wP4R73f5nBs,periurban,745.0,News & Politics,125.0,314.0,4.67,52.0,27.0
ln01RUct1f4,BIG77BUBBA,744.0,Music,299.0,101.0,5.0,7.0,2.0
FnldgSzvnTM,mirrorballman,744.0,News & Politics,224.0,64.0,5.0,4.0,2.0
lI4b_br81GI,vmanvand,744.0,Music,257.0,59.0,4.86,7.0,1.0
l_-EAnG0AD8,CaptainMcObvious,745.0,News & Politics,139.0,154.0,4.0,7.0,5.0
ibywCbrU3s8,nasscent,744.0,News & Politics,599.0,297.0,4.14,7.0,11.0
F0lt7IfEqwA,TheDramaTube,744.0,News & Politics,268.0,679.0,2.5,16.0,31.0
87cbqEHIft4,guitardewd011589,744.0,News & Politics,290.0,178.0,4.88,8.0,7.0
